concept,qualifier,context,type
type,equipment,office equipment,enumeration
level,humidity,weather,enumeration
level,skill,hobby,enumeration
type,course,culinary event,enumeration
habit,feeding,entomology,enumeration
breed,,pets,enumeration
type,property,real estate,enumeration
hours,daylight,season,enumeration
type,subscription,magazine,enumeration
type,audience,entertainment,enumeration
type,flora,season,enumeration
type,lock,lock,enumeration
type,service,service,enumeration
function,hash,cryptography,enumeration
type,particle,quantum physics,enumeration
type,infrastructure,urban planning,enumeration
type,file,file,enumeration
status,marital,person,enumeration
technique,excavation,archaeology,enumeration
level,cholesterol,healthcare record,float
output,water,energy consumption,float
fidelity,attention,psychology,float
rate,precipitation,climate modeling,float
space,floor,real estate data,float
density,rock,geology,float
vector,velocity,aerospace trajectory,float
capacity,load,civil engineering data,float
usage,fertilizer,agricultural data,float
rate,streamflow,hydrology,float
efficiency,engine,automobile engine,float
density,,chemical data,float
density,semantic,linguistics,float
viscosity,oil,petrochemical analysis,float
viscosity,oil,petroleum data,float
volatility,market,financial analysis,float
usage,gas,energy consumption,float
value,caloric,food data,float
stretch,fabric,fashion design,float
rate,burn,aerospace trajectory,float
score,accuracy,psychological test,float
content,protein,nutritional value analysis,float
torque,,automobile data,float
amplitude,,music data,float
saturation,color,fashion design,float
power,engine,automobile data,float
adjustment,inflation,economics,float
time,response,psychological test,float
factor,risk,insurance data,float
speed,current,marine data,float
rate,mutation,genomics,float
count,step,fitness data,float
moisture,soil,agricultural data,float
cost,material,construction data,float
beta,equity,financial analysis,float
value,property,real estate data,float
rate,interest,finance transaction,float
conductivity,thermal,material science,float
amount,carbohydrate,nutritional value analysis,float
power,electric,energy consumption,float
concentration,chlorophyll,marine biology,float
angle,joint,robotics testing,float
content,gc,genomics,float
repeat,pattern,fashion design,float
rate,exchange,financial data,float
life,half,pharmacology,float
rate,respiration,health data,float
level,water,environmental data,float
speed,current,marine observation,float
levels,humidity,climate modeling,float
density,electron,quantum physics,float
travelled,distance,transport data,float
level,stress,psychological test,float
rate,frame,video analysis,float
susceptibility,magnetic,geology,float
strength,tensile,material science,float
cost,unit,manufacturing data,float
mass,,physical data,float
index,biodiversity,ecology,float
hardness,mineral,geology,float
rate,unemployment,economics data,float
speed,,transport data,float
duration,workout,fitness data,float
depth,,seismic activity,float
lift,,aerospace data,float
index,therapeutic,pharmacology,float
loss,packet,network data,float
consumption,fuel,transport data,float
rate,photosynthesis,agriculture,float
strength,signal,telecom data,float
features,prosodic,linguistics,float
content,sulfur,petrochemical analysis,float
amount,transaction,finance transaction,float
heat,reaction,chemical experiment,float
rate,engagement,social media data,float
gpa,,educational data,float
rate,production,manufacturing data,float
luminosity,stellar,astrophysics,float
speed,avg,transportation analysis,float
intensity,emotion,psychology,float
density,pixel,video analysis,float
content,sugar,culinary experiment,float
rate,exchange,financial analysis,float
time,ping,gaming data,float
ph,soil,environmental study,float
rate,evapotranspiration,hydrology,float
ratio,speed,robotics,float
humidity,,sensor data,float
activity,enzyme,biological research,float
rate,inflation,financial analysis,float
value,monetary,art valuation,float
rate,discount,retail data,float
frequency,phoneteme,linguistics,float
index,uv,environmental study,float
viscosity,,chemical experiment,float
duration,,media data,float
coefficient,drag,aerospace data,float
rate,exchange,finance transaction,float
salinity,water,marine observation,float
pressure,,weather data,float
rate,interest,financial analysis,float
factor,recovery,petroleum data,float
margin,profit,retail data,float
concentration,sediment,hydrology,float
pressure,barometric,meteorology,float
molarity,,chemical data,float
longitude,,geo data,float
sensitivity,receptor,neuroscience,float
weight,molecular,bioinformatics,float
torque,,automobile engine,float
rate,heart,health data,float
redshift,,astronomy data,float
amplitude,probability,quantum physics,float
rate,bounce,user engagement,float
concentration,phosphate,marine biology,float
latitude,,geo data,float
spin,quantum,quantum physics,float
power,horse,automobile engine,float
speed,orbital,space mission,float
usage,data,telecom data,float
confidence,decision,psychology,float
height,building,construction data,float
latency,response,psychology,float
solubility,drug,pharmacology,float
amount,rainfall,agriculture yield,float
tempo,,music production,float
life,battery,robotics testing,float
coefficient,drag,aerospace trajectory,float
value,redshift,astrophysics,float
rate,fps,gaming performance,float
modulus,elastic,material science,float
frequency,,music data,float
health,battery,electric vehicle,float
index,heat,meteorology,float
level,ph,biological research,float
redshift,,astronomical observation,float
volume,precipitation,meteorological modeling,float
rate,tax,retail data,float
luminosity,,astronomical observation,float
concentration,nutrient,ecology,float
yield,crop,agriculture,float
parallax,,astronomy data,float
speed,wind,climate modeling,float
density,traffic,transportation analysis,float
toughness,fracture,material science,float
size,file,media data,float
frequency,allele,genomics,float
bitrate,,media data,float
latency,,network data,float
score,savory,food and beverage testing,float
pressure,blood,bio data,float
tempo,,music data,float
hours,labor,construction data,float
point,boiling,petroleum data,float
rate,erosion,geology,float
levels,salinity,marine biology,float
density,,material science,float
brightness,star,astronomy data,float
temperature,,weather data,float
temperature,,sensor data,float
amount,snowfall,weather data,float
frequency,,music production,float
magnitude,,seismic activity,float
temperature,cooking,culinary experiment,float
level,spice,culinary experiment,float
altitude,,geo data,float
velocity,,physical data,float
index,uv,meteorology,float
resolution,,gaming data,float
efficiency,fuel,transportation analysis,float
amount,rainfall,weather data,float
weight,synaptic,neuroscience,float
expression,gene,genomics,float
bandwidth,,network data,float
capacity,load,construction project,float
rate,frame,gaming data,float
velocity,galactic,astrophysics,float
rate,bit,video analysis,float
salinity,,marine data,float
humidity,,weather data,float
ping,,gaming performance,float
temperature,body,bio data,float
speed,wind,weather data,float
rate,premium,insurance data,float
size,hail,meteorology,float
speed,wind,meteorological modeling,float
reach,,social media data,float
rate,discount,sales data,float
complexity,syntax,linguistics,float
sweetness,,food and beverage testing,float
height,wave,marine data,float
output,torque,robotics,float
power,thrust,space mission,float
price,product,sales data,float
content,caloric,nutritional value analysis,float
rate,gst,sales data,float
saturation,oxygen,health data,float
decibels,,music production,float
altitude,flight,aerospace trajectory,float
number,octane,petrochemical analysis,float
rate,growth,social media data,float
rate,conversion,user engagement,float
efficiency,fuel,automobile data,float
efficiency,irrigation,agriculture,float
capacity,payload,robotics,float
size,land,real estate data,float
pressure,,sensor data,float
strength,yield,material science,float
duration,call,telecom data,float
strain,,civil engineering data,float
temperature,gpu,gaming performance,float
duration,session,user engagement,float
content,fat,food data,float
height,wave,marine observation,float
level,thrust,aerospace trajectory,float
weight,molecular,chemical experiment,float
rate,defect,manufacturing data,float
rate,inflation,economics data,float
stress,,civil engineering data,float
level,cholesterol,medical data,float
price,stock,financial data,float
thrust,,aerospace data,float
level,energy,quantum physics,float
index,bioavailability,pharmacology,float
score,exam,educational data,float
content,protein,food data,float
growth,gdp,economics data,float
acceleration,,physical data,float
drops,connection,telecommunications data,integer
year,formed,team,integer
population,,record,integer
id,feature,record,integer
number,reservation,record,integer
id,product,record,integer
species,plankton,marine biology,integer
count,star,astrophysics data,integer
connections,synapse,neuroscience study,integer
id,payment,record,integer
id,ticket,record,integer
tests,airfoil,aerospace engineering,integer
id,patent,record,integer
variants,gene,genetics research,integer
id,document,record,integer
delays,shipment,supply chain management,integer
id,destination,record,integer
m,height,monument,integer
score,match,sport analytics,integer
retransmissions,signal,telecommunications data,integer
population,animal,veterinary science,integer
cents,balance,bank account,integer
hours,credit,course,integer
code,partner,record,integer
statistics,player,sport analytics,integer
number,imei,phone,integer
cycles,circadian,chronobiology,integer
agents,bioactive,pharmaceutical tests,integer
id,download,record,integer
quantity,order,record,integer
id,quote,record,integer
code,department,record,integer
students,total,university,integer
id,review,record,integer
number,flight,record,integer
id,referral,record,integer
output,energy,wind energy investigation,integer
number,license,record,integer
yield,crop,agricultural analysis,integer
code,zip,record,integer
id,monument,monument,integer
id,comment,record,integer
number,issue,record,integer
grade,,student,integer
dollars,revenue,store,integer
id,location,record,integer
id,restaurant,restaurant,integer
id,user,record,integer
code,country,country,integer
levels,entropy,thermodynamics study,integer
distance,galaxy,astrophysics data,integer
episode,,record,integer
count,vaccination,veterinary science,integer
cycles,irrigation,agricultural analysis,integer
id,publication,record,integer
code,category,record,integer
id,store,store,integer
score,,game,integer
matches,dna,forensic analysis,integer
number,page,record,integer
utilization,bandwidth,telecommunications data,integer
visits,asteroid,space exploration,integer
number,chapter,record,integer
measurements,photosynthesis,botanical studies,integer
ranking,,record,integer
level,risk,record,integer
count,transaction,cryptocurrency trading,integer
level,toxicity,pharmaceutical tests,integer
id,message,record,integer
id,transaction,record,integer
rotations,turbine,wind energy investigation,integer
number,seat,record,integer
size,batch,record,integer
rate,mutation,genetics research,integer
code,version,record,integer
identifiers,iris,biometric data,integer
minutes,duration,meeting,integer
entries,total,registry,integer
id,export,record,integer
cm,height,person,integer
id,product,product,integer
population,,city,integer
id,building,building,integer
id,clinic,clinic,integer
launches,rocket,aerospace engineering,integer
units,residential,urban planning,integer
detections,biosignature,astrobiology,integer
id,device,record,integer
count,quark,quantum physics,integer
likes,num,record,integer
round,,record,integer
id,network,network,integer
id,event,record,integer
units,inventory,supply chain management,integer
code,course,course,integer
id,meeting,meeting,integer
code,merchant,record,integer
established,year,city,integer
id,patreon,record,integer
layers,site,historical archaeology,integer
levels,neurotransmitter,neuroscience study,integer
id,upload,record,integer
states,superposition,quantum physics,integer
id,analysis,record,integer
id,suggestion,record,integer
id,school,school,integer
id,department,department,integer
id,team,team,integer
count,passenger,record,integer
chapter,,record,integer
year,,record,integer
id,sponsor,record,integer
sizes,habitat,wildlife conservation,integer
number,account,bank account,integer
id,customer,order,integer
salary,,record,integer
id,post,record,integer
id,laptop,laptop,integer
frequency,storm,meteorological data,integer
anomalies,temperature,antarctic research,integer
population,species,ecological study,integer
age,,person,integer
id,import,record,integer
year,published,book,integer
gb,ram,laptop,integer
id,festival,festival,integer
kg,weight,person,integer
volume,traffic,urban planning,integer
season,,record,integer
id,tournament,record,integer
id,board,record,integer
id,reply,record,integer
colonies,penguin,antarctic research,integer
customers,daily,restaurant,integer
cm,height,record,integer
id,sample,record,integer
count,aftershock,seismology data,integer
id,feedback,record,integer
nodes,total,network,integer
value,rating,record,integer
events,earthquake,seismology data,integer
count,goal,sport analytics,integer
number,policy,record,integer
attendees,total,conference,integer
isbn,,record,integer
number,train,railway,integer
code,transaction,record,integer
cycles,thermal,thermodynamics study,integer
year,founded,department,integer
number,order,record,integer
earned,credits,student,integer
addresses,active,cryptocurrency trading,integer
capacity,seating,restaurant,integer
code,postal,city,integer
id,university,university,integer
id,service,record,integer
points,interaction,virtual reality,integer
number,registry,registry,integer
id,bet,record,integer
reads,microsensor,nanotechnology research,integer
cents,price,product,integer
count,,record,integer
enrolled,students,school,integer
orbits,planet,astrophysics data,integer
dollars,salary,employee,integer
days,rainfall,meteorological data,integer
number,section,record,integer
kg,weight,record,integer
id,employee,employee,integer
score,,record,integer
id,cluster,record,integer
id,zone,record,integer
number,serial,record,integer
number,isbn,book,integer
id,entry,record,integer
code,project,record,integer
id,report,record,integer
items,total,store,integer
id,conference,conference,integer
number,house,record,integer
id,league,record,integer
extremes,temperature,climatology,integer
pairs,chromosome,genetics research,integer
paths,migration,wildlife conservation,integer
ridges,fingerprint,biometric data,integer
id,order,order,integer
id,vehicle,vehicle,integer
id,job,record,integer
built,year,building,integer
sold,units,record,integer
level,,record,integer
samples,fiber,forensic analysis,integer
collisions,particle,quantum physics,integer
id,student,student,integer
id,source,record,integer
followers,num,record,integer
id,article,record,integer
volume,trade,cryptocurrency trading,integer
id,transaction,bank account,integer
number,invoice,record,integer
number,flight,flight,integer
number,phase,record,integer
density,tree,ecological study,integer
id,certification,record,integer
id,query,record,integer
id,competition,competition,integer
samples,atmospheric,astrobiology,integer
signals,extraterrestrial,astrobiology,integer
id,file,record,integer
code,region,record,integer
sessions,user,virtual reality,integer
id,session,record,integer
id,game,game,integer
edition,,record,integer
molecules,compound,pharmaceutical tests,integer
manufacturer,,vehicle,string
title,course,education,string
time,,event,string
range,salary,job,string
date,publication,document,string
genre,,game,string
shape,wing,entomology,string
species,,zoo,string
currency,,payment,string
phoneme,,linguistics,string
family,plant,botany,string
shape,mushroom,mycology,string
phone,,restaurant,string
name,first,person,string
title,,book,string
order,harmonic,acoustics,string
name,,pet,string
name,bank,account,string
model,aircraft,flight,string
description,temperature,weather,string
color,,vehicle,string
name,ingredient,culinary arts,string
name,company,job,string
texture,bark,dendrology,string
name,airline,flight,string
department,,course,string
gender,,person,string
title,,person,string
name,librarian,library,string
material,,furniture,string
format,document,document,string
industry,,company,string
developer,,software,string
state,,city,string
author,,book,string
period,issue,philately,string
type,galaxy,astronomy,string
type,artifact,archaeology,string
name,product,technology,string
model,,vehicle,string
airport,arrival,flight,string
address,email,contact,string
age,circulation,numismatics,string
profile,linkedin,contact,string
publisher,,book,string
phenomenon,weather,meteorology,string
design,stamp,philately,string
method,cultivation,plant,string
type,cuisine,culinary arts,string
date,release,movie,string
category,,app,string
year,vintage,viticulture,string
location,,event,string
name,recipe,recipe,string
email,,user,string
configuration,seat,flight,string
name,course,course,string
type,vehicle,vehicle,string
tool,excavation,archaeology,string
significance,cultural,ethnobotany,string
name,software,software,string
period,fossil,paleontology,string
minor,,student,string
name,star,astronomy,string
type,venom,herpetology,string
timezone,,city,string
species,,plant,string
city,,address,string
type,furniture,furniture,string
number,account,account,string
description,location,store,string
description,location,festival,string
address,work,contact,string
type,syntax,linguistics,string
website,,restaurant,string
type,soil,botany,string
method,payment,payment,string
title,game,game,string
origin,coin,numismatics,string
name,company,technology,string
name,customer,order,string
airline,,flight,string
major,,student,string
species,fish,marine biology,string
location,,job,string
responsibilities,,job,string
advisor,,student,string
date,,event,string
color,spore,mycology,string
id,payment,payment,string
suffix,,person,string
platform,,game,string
genre,,music,string
type,store,store,string
barcode,,product,string
keywords,,document,string
direction,wind,weather,string
company,production,film,string
airport,departure,flight,string
name,app,app,string
name,member,membership,string
number,serial,device,string
name,section,library,string
qualifications,,job,string
variety,grape,viticulture,string
name,vet,pet,string
id,student,student,string
type,industry,company,string
initial,middle,person,string
title,job,job,string
name,event,event,string
habit,mineral,mineralogy,string
method,payment,order,string
description,transaction,finance,string
instructor,,course,string
type,tides,oceanography,string
type,fossil,geology,string
material,coin,numismatics,string
handle,twitter,contact,string
description,menu,restaurant,string
country,,address,string
breed,,pet,string
genre,,movie,string
method,cooking,culinary arts,string
founders,,company,string
name,author,document,string
color,,furniture,string
title,document,document,string
name,store,store,string
format,,book,string
arrangement,leaf,botany,string
state,,address,string
version,,app,string
name,album,music,string
method,shipping,order,string
type,antenna,entomology,string
version,,software,string
name,city,city,string
name,professor,education,string
location,headquarter,company,string
name,current,oceanography,string
species,fungus,mycology,string
name,trainer,fitness,string
name,chef,recipe,string
name,animal,zoo,string
address,home,contact,string
name,journalist,news,string
type,style,fashion,string
developer,,app,string
type,habitat,zoo,string
name,owner,pet,string
type,animal,pet,string
use,traditional,ethnobotany,string
number,fax,contact,string
name,company,company,string
type,,festival,string
genre,,book,string
name,editor,news,string
family,language,linguistics,string
order,insect,entomology,string
name,payer,payment,string
name,storm,meteorology,string
type,cuisine,restaurant,string
category,,product,string
name,device,device,string
type,currency,account,string
technique,print,philately,string
species,tree,dendrology,string
director,,film,string
source,,document,string
name,designer,fashion,string
code,postal,address,string
name,innovation,technology,string
plate,registration,vehicle,string
type,rock,geology,string
date,expiry,membership,string
name,last,person,string
name,mineral,geology,string
zone,ocean,oceanography,string
name,exercise,fitness,string
shape,leaf,dendrology,string
system,operating,device,string
id,membership,membership,string
name,recipient,payment,string
headline,,news,string
condition,weather,weather,string
name,branch,account,string
category,product,product,string
number,phone,contact,string
name,era,archaeology,string
species,coral,marine biology,string
organization,,membership,string
type,account,finance,string
mineral,cave,speleology,string
name,plant,plant,string
population,,city,string
name,disease,medical,string
era,,history,string
name,university,student,string
name,constellation,astronomy,string
year,graduation,student,string
title,program,fitness,string
website,,app,string
address,shipping,order,string
shape,beak,ornithology,string
family,amphibian,herpetology,string
type,algae,marine biology,string
type,cleavage,mineralogy,string
site,excavation,paleontology,string
code,area,city,string
style,cuisine,recipe,string
city,departure,flight,string
nickname,,person,string
role,,user,string
title,,movie,string
name,restaurant,restaurant,string
language,,movie,string
name,street,address,string
type,account,account,string
type,stalactite,speleology,string
type,employment,job,string
host,,event,string
region,wine,viticulture,string
platforms,supported,app,string
period,warranty,device,string
producer,,movie,string
plate,license,vehicle,string
address,billing,order,string
number,model,product,string
number,model,device,string
name,medication,medical,string
name,collection,fashion,string
formation,cave,speleology,string
established,year,company,string
description,,event,string
type,cloud,meteorology,string
sector,,company,string
address,,restaurant,string
waveform,sound,acoustics,string
name,festival,festival,string
menu,,restaurant,string
method,treatment,medical,string
type,membership,membership,string
ranges,frequency,acoustics,string
id,microchip,pet,string
director,,movie,string
name,middle,person,string
species,dinosaur,paleontology,string
name,university,education,string
date,transaction,payment,string
manufacturer,,product,string
fee,,membership,string
title,movie,film,string
manufacturer,,device,string
number,serial,product,string
species,reptile,herpetology,string
number,flight,flight,string
system,crystal,mineralogy,string
country,,city,string
type,earthquake,seismology,string
name,library,library,string
artist,,music,string
name,host,event,string
time,closing,mall,time
time,start,event schedule,time
time,release,podcast,time
time,feeding,pet schedule,time
time,end,board game night,time
time,curtain,theater play,time
time,closing,park schedule,time
time,opening,exhibition,time
time,opening,park schedule,time
hour,closing,library schedule,time
time,moonrise,lunar research,time
time,qualifying,motorsport event,time
time,launch,satellite launch,time
time,closing,spa,time
hour,opening,library schedule,time
time,close,library schedule,time
time,departure,public transport,time
time,departure,fishing trip,time
time,announcement,public service announcement,time
time,arrival,destination,time
time,landing,flight data,time
time,return,grocery shopping,time
time,arrival,public transport,time
time,return,fishing trip,time
time,tasting,cooking class,time
time,departure,flight schedule,time
time,qualifying,track meet,time
time,restock,supermarket inventory,time
time,return,cruise,time
time,dosage,medication schedule,time
time,opening,bakery,time
time,appointment,hospital appointment,time
time,docking,space mission,time
time,appointment,doctor appointment,time
time,closing,business hours,time
time,blast,quarry operation,time
duration,cooking,recipe,time
time,closing,zoo event,time
time,baking,culinary show,time
time,opening,mall,time
time,prep,cooking recipe,time
hour,opening,farmer market,time
time,rerun,t v show schedule,time
time,arrival,commute,time
time,open,library schedule,time
time,lunch,dining schedule,time
time,opening,business hours,time
time,return,car rental,time
time,close,hotel gym,time
time,call,emergency contact,time
time,opening,spa,time
time,boarding,flight schedule,time
time,fermentation,beverage production,time
time,closing,exhibition,time
time,closing,bakery,time
time,checkpoint,adventure race,time
time,surgery,hospital appointment,time
time,pickup,car rental,time
time,open,hotel gym,time
duration,halftime,sports match,time
time,watering,watering schedule,time
time,checkout,hotel checkout,time
time,start,board game night,time
time,arrival,flight schedule,time
hour,closing,farmer market,time
time,dinner,dining schedule,time
time,arrival,train schedule,time
time,watering,gardening schedule,time
time,summit,mountain climb,time
time,reminder,phone reminder,time
time,broadcast,t v program,time
time,air,t v show schedule,time
time,opening,retail store,time
time,awards,sailing regatta,time
time,end,event schedule,time
time,landing,drone flight,time
time,cook,cooking recipe,time
time,intermission,movie screening,time
time,departure,commute,time
time,launch,space mission,time
time,reservation,golf tee time,time
time,departure,train schedule,time
time,departure,cruise,time
time,execution,data backup plan,time
name,supplier,product,string
brand,,product,string
description,,product,string
name,first,customer,string
name,last,customer,string
email,,customer,string
number,phone,customer,string
address,,customer,string
date,order,order,string
method,shipment,order,string
date,invoice,invoice,string
date,due,invoice,string
method,payment,invoice,string
name,first,employee,string
name,last,employee,string
department,,employee,string
position,,employee,string
email,,employee,string
name,contact,supplier,string
email,contact,supplier,string
country,,supplier,string
city,,supplier,string
type,payment,payment,string
status,payment,payment,string
location,,warehouse,string
name,manager,warehouse,string
number,contact,warehouse,string
capacity,,warehouse,string
content,review,review,string
date,review,review,string
description,,category,string
location,,store,string
name,manager,store,string
email,contact,store,string
type,promotion,promotion,string
date,start,promotion,string
date,end,promotion,string
name,vendor,vendor,string
name,contact,vendor,string
email,contact,vendor,string
location,,vendor,string
type,subscription,subscription,string
date,start,subscription,string
date,end,subscription,string
name,program,loyalty program,string
points,reward,loyalty program,string
content,,feedback,string
date,feedback,feedback,string
type,issue,ticket,string
description,issue,ticket,string
status,,ticket,string
name,maiden,person,string
name,founder,company,string
city,headquarter,company,string
make,,car,string
model,,car,string
trim,,car,string
type,body,car,string
color,,car,string
language,,book,string
subcategory,,product,string
color,,product,string
name,,restaurant,string
cuisine,,restaurant,string
location,,restaurant,string
name,owner,restaurant,string
item,menu,restaurant,string
studio,,movie,string
species,,animal,string
subspecies,,animal,string
name,common,animal,string
habitat,,animal,string
diet,,animal,string
organizer,,event,string
sponsor,,event,string
category,,event,string
name,language,language,string
script,,language,string
region,,language,string
family,,language,string
dialect,,language,string
name,game,game,string
developer,,game,string
publisher,,game,string
province,,city,string
nickname,,city,string
landmark,,city,string
name,university,university,string
city,,university,string
state,,university,string
country,,university,string
motto,,university,string
code,course,course,string
semester,,course,string
name,dish,food,string
cuisine,,food,string
ingredient,primary,food,string
profile,flavor,food,string
method,cooking,food,string
mode,,transport,string
company,,transport,string
location,departure,transport,string
location,arrival,transport,string
type,ticket,transport,string
name,species,plant,string
name,common,plant,string
family,,plant,string
habitat,,plant,string
habit,growth,plant,string
email,contact,customer,string
description,order,order,string
address,billing,invoice,string
reference,payment,payment,string
name,department,department,string
name,project,project,string
manager,project,project,string
isbn,,book,string
location,,library,string
name,forum,forum,string
title,post,post,string
content,comment,comment,string
plate,license,car,string
model,car,car,string
name,driver,driver,string
number,passport,passenger,string
name,hotel,hotel,string
number,room,room,string
type,room,room,string
name,guest,guest,string
number,table,reservation,string
name,show,show,string
number,seat,ticket,string
title,course,course,string
email,student,student,string
name,professor,professor,string
title,headline,news,string
name,author,article,string
name,domain,website,string
url,,website,string
title,blog,blog,string
number,trademark,trademark,string
name,owner,trademark,string
name,patentee,patent,string
nationality,,person,string
place,birth,person,string
occupation,,person,string
level,education,person,string
language,preferred,person,string
illustrator,,book,string
editor,,book,string
series,,book,string
size,,product,string
material,,product,string
warranty,,product,string
origin,,product,string
type,,car,string
engine,,car,string
type,fuel,car,string
transmission,,car,string
material,seat,car,string
type,drive,car,string
name,,city,string
region,,city,string
code,postal,city,string
zone,time,city,string
mayor,,city,string
language,official,city,string
currency,,city,string
year,founded,city,string
name,,company,string
headquarters,,company,string
in,founded,company,string
symbol,ticker,company,string
website,,company,string
count,employee,company,string
subsidiary,,company,string
revenue,annual,company,string
color,,animal,string
lifespan,,animal,string
status,conservation,animal,string
region,native,animal,string
locomotion,,animal,string
behavior,,animal,string
predators,,animal,string
country,,movie,string
company,production,movie,string
actor,main,movie,string
distributor,,movie,string
composer,soundtrack,movie,string
name,album,music album,string
artist,,music album,string
producer,,music album,string
genre,,music album,string
label,,music album,string
language,,music album,string
location,release,music album,string
single,lead,music album,string
artist,featured,music album,string
start,,event,time
begin,,schedule,time
init,,appointment,time
open,,conference,time
kickoff,,meeting,time
launch,,session,time
activate,,seminar,time
commence,,class,time
embark,,workshop,time
curtain,,performance,time
takeoff,,flight,time
beginning,,concert,time
starttime,,show,time
arrive,,booking,time
checkin,,visit,time
report,,reservation,time
play,,streaming,time
launchtime,,track,time
set,,timer,time
airtime,,broadcast,time
premiere,,release,time
headline,,news,time
intro,,lecture,time
kick,,game,time
whistle,,match,time
gun,,race,time
due,,deadline,time
ribbon,,opening,time
blastoff,,launch,time
inaugurate,,ceremony,time
unveil,,exhibition,time
kickstart,,festival,time
floats,,parade,time
launchpad,,release,time
punchin,,shift,time
bell,,drill,time
begin,,task,time
dusk,,night,time
dawn,,morning,time
pause,,break,time
commence,,assembly,time
commence,,project,time
update,,feed,time
tipoff,,game,time
ping,,inquiry,time
dock,,arrival,time
disembark,,departure,time
gear,,drive,time
stepoff,,walk,time
pedal,,cycle,time
sprint,,run,time
dash,,sprint,time
beginroute,,journey,time
engine,,roadtrip,time
embarkation,,tour,time
setout,,excursion,time
exploration,,adventure,time
sail,,voyage,time
quest,,expedition,time
flock,,migration,time
introtime,,session,time
toast,,event,time
presentation,,pitch,time
synopsis,,brief,time
preview,,demo,time
celebrate,,party,time
recap,,review,time
discussion,,debate,time
suggest,,proposal,time
testdrive,,experiment,time
assessment,,test,time
appraisal,,evaluation,time
inspect,,examination,time
interrogate,,interview,time
performance,,audition,time
verification,,check,time
scrutiny,,audit,time
examine,,inspection,time
observation,,survey,time
countinventory,,inventory,time
supervise,,monitoring,time
manage,,control,time
order,,command,time
navigate,,direction,time
steer,,guidance,time
maneuver,,steering,time
chartcourse,,navigation,time
plotpath,,steerage,time
captain,,piloting,time
track,,course,time
trail,,path,time
route,,trail,time
passage,,way,time
highway,,road,time
driveway,,street,time
lane,,avenue,time
name,,person,string
addr,,person,string
city,,person,string
email,,person,string
phone,,person,string
pub,,book,string
name,,product,string
model,,product,string
sku,,product,string
desc,,product,string
ind,,company,string
ceo,,company,string
hq,,company,string
country,,location,string
state,,location,string
city,,location,string
street,,location,string
zip,,location,string
maker,,vehicle,string
vin,,vehicle,string
plate,,vehicle,string
name,,food,string
type,,food,string
brand,,food,string
ing,,food,string
name,,event,string
loc,,event,string
type,,event,string
desc,,event,string
name,,animal,string
breed,,animal,string
owner,,animal,string
make,,device,string
model,,device,string
serial,,device,string
os,,device,string
mac,,device,string
title,,film,string
genre,,film,string
studio,,film,string
rating,,film,string
name,,course,string
code,,course,string
inst,,course,string
dept,,course,string
term,,course,string
name,,plant,string
fam,,plant,string
genus,,plant,string
origin,,plant,string
title,,music,string
album,,music,string
label,,music,string
name,,school,string
level,,school,string
district,,school,string
city,,school,string
mascot,,school,string
title,,artwork,string
artist,,artwork,string
medium,,artwork,string
style,,artwork,string
year,,artwork,string
id,,order,string
cust,,order,string
prod,,order,string
date,,order,string
status,,order,string
title,,job,string
dept,,job,string
loc,,job,string
type,,job,string
desc,,job,string
name,,recipe,string
chef,,recipe,string
type,,recipe,string
cuisine,,recipe,string
ing,,recipe,string
num,,card,string
holder,,card,string
type,,card,string
exp,,card,string
cvv,,card,string
